NAME;GS<br> follow link to MSigDB;GS DETAILS;SIZE;ES;NES;NOM p-val;FDR q-val;FWER p-val;RANK AT MAX;LEADING EDGE
GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN;GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN;;200;-0.377715;-12.521.176;0.18968692;0.19612439;0.523;12941;tags=41%, list=31%, signal=58%
GSE2585_CTEC_VS_THYMIC_MACROPHAGE_DN;GSE2585_CTEC_VS_THYMIC_MACROPHAGE_DN;;199;-0.39578757;-12.642.616;0.18975332;0.19709054;0.513;14088;tags=44%, list=33%, signal=66%
GSE20715_0H_VS_48H_OZONE_LUNG_DN;GSE20715_0H_VS_48H_OZONE_LUNG_DN;;200;-0.3817959;-12.690.147;0.18978103;0.19789821;0.511;15542;tags=50%, list=37%, signal=79%
GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP;GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP;;193;-0.38135245;-12.745.963;0.18978103;0.19894643;0.508;13866;tags=39%, list=33%, signal=58%
GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN;GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN;;200;-0.39231807;-12.627.223;0.18984963;0.19713166;0.514;13731;tags=46%, list=32%, signal=67%
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN;GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN;;200;-0.3846838;-1.242.728;0.18994413;0.19673681;0.532;14866;tags=46%, list=35%, signal=71%
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN;GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_DN;;198;-0.39169857;-12.675.053;0.18994413;0.19746982;0.511;14039;tags=45%, list=33%, signal=68%
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_UP;GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_UP;;199;-0.37282294;-12.391.833;0.19003691;0.19674246;0.534;12341;tags=38%, list=29%, signal=54%
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP;GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_UP;;200;-0.38507482;-12.652.063;0.19012797;0.19739036;0.512;12203;tags=40%, list=29%, signal=55%
GSE33425_CD161_HIGH_VS_NEG_CD8_TCELL_UP;GSE33425_CD161_HIGH_VS_NEG_CD8_TCELL_UP;;199;-0.39289314;-12.736.673;0.19029851;0.19883765;0.508;11911;tags=38%, list=28%, signal=52%
GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN;GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN;;200;-0.39555135;-12.749.698;0.19029851;0.199138;0.508;12361;tags=41%, list=29%, signal=57%
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP;GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP;;199;-0.39702886;-12.782.526;0.19029851;0.200331;0.507;9772;tags=37%, list=23%, signal=47%
GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP;GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP;;200;-0.37329125;-12.322.211;0.1903052;0.19662821;0.54;9915;tags=33%, list=23%, signal=42%
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP;GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP;;200;-0.3866341;-12.711.291;0.19038817;0.198801;0.51;12044;tags=38%, list=28%, signal=52%
GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_DN;GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_DN;;200;-0.39315495;-1.279.902;0.19038817;0.20062983;0.506;15859;tags=50%, list=37%, signal=79%
GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP;GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_UP;;198;-0.3695429;-12.294.662;0.1904762;0.19692;0.542;11720;tags=36%, list=28%, signal=50%
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP;GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP;;200;-0.39249602;-1.269.887;0.1906542;0.19840075;0.511;14470;tags=45%, list=34%, signal=67%
ESC_V6.5_UP_EARLY.V1_UP;ESC_V6.5_UP_EARLY.V1_UP;;166;-0.40415707;-12.828.795;0.1906542;0.20079881;0.504;14525;tags=47%, list=34%, signal=71%
GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN;GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN;;200;-0.39512637;-12.812.866;0.19082569;0.20087467;0.506;12655;tags=45%, list=30%, signal=63%
GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN;GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN;;162;-0.38449475;-12.566.842;0.1908397;0.19676732;0.52;7023;tags=26%, list=17%, signal=31%
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP;GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP;;200;-0.38065687;-12.616.384;0.19090909;0.19714396;0.517;11537;tags=33%, list=27%, signal=45%
GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP;GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP;;200;-0.3807357;-12.474.248;0.19101124;0.19617076;0.528;11805;tags=39%, list=28%, signal=53%
NOTCH_DN.V1_DN;NOTCH_DN.V1_DN;;183;-0.37570402;-12.509.947;0.19107144;0.19588488;0.523;13101;tags=44%, list=31%, signal=64%
GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP;GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP;;196;-0.38374245;-12.540.349;0.19111969;0.1967194;0.522;16717;tags=55%, list=39%, signal=91%
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN;GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN;;196;-0.3717552;-1.239.243;0.19117647;0.19681038;0.534;14788;tags=43%, list=35%, signal=66%
GSE15215_CD2_POS_VS_NEG_PDC_UP;GSE15215_CD2_POS_VS_NEG_PDC_UP;;196;-0.39529952;-12.867.993;0.19117647;0.2018411;0.501;16236;tags=53%, list=38%, signal=86%
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_UP;GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_UP;;199;-0.39161733;-12.903.355;0.19117647;0.20241633;0.498;11617;tags=38%, list=27%, signal=52%
GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN;GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN;;200;-0.3748643;-12.414.578;0.19125684;0.19693185;0.532;15754;tags=51%, list=37%, signal=81%
GSE3982_BASOPHIL_VS_NKCELL_UP;GSE3982_BASOPHIL_VS_NKCELL_UP;;198;-0.38258347;-1.268.897;0.19128788;0.19788532;0.511;9881;tags=36%, list=23%, signal=47%
GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_UP;GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_UP;;200;-0.38763037;-12.640.157;0.19136961;0.19685993;0.514;12393;tags=42%, list=29%, signal=58%
GSE7768_OVA_WITH_LPS_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN;GSE7768_OVA_WITH_LPS_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN;;170;-0.39828554;-12.820.936;0.19136961;0.20073797;0.505;10091;tags=34%, list=24%, signal=44%
GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_DN;GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_DN;;200;-0.40021706;-12.882.249;0.19136961;0.20163089;0.501;14052;tags=45%, list=33%, signal=67%
GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP;GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP;;175;-0.38840404;-12.855.377;0.19144982;0.20139845;0.503;14259;tags=47%, list=34%, signal=71%
GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_DN;GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_DN;;200;-0.38585085;-12.675.346;0.19160584;0.197506;0.511;12180;tags=39%, list=29%, signal=54%
GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_DN;GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_DN;;196;-0.39200622;-12.781.621;0.19160584;0.20004739;0.507;13101;tags=45%, list=31%, signal=65%
GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_DN;GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_DN;;200;-0.37496862;-12.625.209;0.19165085;0.19692375;0.514;12593;tags=39%, list=30%, signal=55%
GSE22886_NAIVE_CD4_TCELL_VS_DC_DN;GSE22886_NAIVE_CD4_TCELL_VS_DC_DN;;200;-0.37519348;-12.411.374;0.19172932;0.19686922;0.533;13266;tags=42%, list=31%, signal=61%
GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP;GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP;;193;-0.38563153;-12.683.338;0.19172932;0.19799547;0.511;12460;tags=39%, list=29%, signal=56%
GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN;GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN;;158;-0.3863142;-125.412;0.19180633;0.19675711;0.522;15902;tags=49%, list=38%, signal=78%
GSE3039_B2_VS_B1_BCELL_DN;GSE3039_B2_VS_B1_BCELL_DN;;200;-0.38404563;-12.648.087;0.19180633;0.19706468;0.513;12571;tags=42%, list=30%, signal=59%
E2F1_UP.V1_UP;E2F1_UP.V1_UP;;188;-0.3929775;-12.683.988;0.19180633;0.19799629;0.511;13193;tags=41%, list=31%, signal=60%
GSE360_L_DONOVANI_VS_L_MAJOR_MAC_UP;GSE360_L_DONOVANI_VS_L_MAJOR_MAC_UP;;200;-0.37589177;-12.489.202;0.19195612;0.19589339;0.524;13506;tags=42%, list=32%, signal=61%
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN;GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN;;196;-0.37868422;-12.575.979;0.19209039;0.19635053;0.52;12227;tags=36%, list=29%, signal=51%
GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP;GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP;;169;-0.3937621;-1.265.325;0.19209039;0.19762325;0.512;14939;tags=47%, list=35%, signal=73%
MEL18_DN.V1_UP;MEL18_DN.V1_UP;;141;-0.40423286;-12.752.258;0.19209039;0.19953124;0.508;13913;tags=45%, list=33%, signal=66%
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP;GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP;;196;-0.37310237;-12.482.402;0.19210054;0.19604285;0.526;15036;tags=48%, list=35%, signal=75%
GSE3982_DC_VS_NEUTROPHIL_UP;GSE3982_DC_VS_NEUTROPHIL_UP;;200;-0.3760104;-12.522.318;0.19210054;0.1962697;0.523;13537;tags=43%, list=32%, signal=63%
GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_UP;GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_UP;;195;-0.3789511;-12.581.222;0.19210054;0.19650522;0.52;13843;tags=42%, list=33%, signal=62%
GSE45365_WT_VS_IFNAR_KO_BCELL_DN;GSE45365_WT_VS_IFNAR_KO_BCELL_DN;;192;-0.3741768;-1.253.074;0.19210054;0.19663289;0.522;14783;tags=46%, list=35%, signal=71%
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP;GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_UP;;199;-0.3823021;-12.606.877;0.19216418;0.19671227;0.517;10194;tags=38%, list=24%, signal=49%
GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_UP;GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_UP;;199;-0.3841338;-12.547.728;0.1922366;0.19680265;0.522;15040;tags=48%, list=35%, signal=74%
GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_DN;GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_DN;;199;-0.37522122;-12.351.284;0.1922366;0.19685715;0.536;13483;tags=42%, list=32%, signal=61%
GSE7831_1H_VS_4H_CPG_STIM_PDC_DN;GSE7831_1H_VS_4H_CPG_STIM_PDC_DN;;199;-0.3768283;-12.359.011;0.1922366;0.19707005;0.536;14429;tags=44%, list=34%, signal=66%
GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP;GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_UP;;199;-0.38884792;-1.272.344;0.1922366;0.19893283;0.509;10577;tags=34%, list=25%, signal=45%
GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP;GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP;;196;-0.38843003;-12.642.068;0.1923775;0.1968048;0.513;15487;tags=45%, list=37%, signal=71%
GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP;GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP;;200;-0.3889671;-12.452.072;0.19245283;0.19617249;0.531;13642;tags=44%, list=32%, signal=65%
GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;;172;-0.38204217;-12.577.667;0.19252336;0.1964326;0.52;13642;tags=44%, list=32%, signal=65%
GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_UP;GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_UP;;200;-0.37949437;-12.462.758;0.19252336;0.19649112;0.531;13195;tags=44%, list=31%, signal=64%
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP;GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP;;198;-0.37638128;-12.349.968;0.19259259;0.19663325;0.536;11996;tags=38%, list=28%, signal=53%
GSE27434_WT_VS_DNMT1_KO_TREG_DN;GSE27434_WT_VS_DNMT1_KO_TREG_DN;;200;-0.3873409;-12.665.431;0.19259259;0.19752365;0.512;16081;tags=51%, list=38%, signal=82%
GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_UP;GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_UP;;200;-0.39206368;-12.765.371;0.19259259;0.1994371;0.508;14742;tags=44%, list=35%, signal=66%
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP;GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP;;199;-0.39069402;-12.698.839;0.19266056;0.19833189;0.511;16038;tags=48%, list=38%, signal=76%
GSE8921_3H_VS_24H_TLR1_2_STIM_MONOCYTE_UP;GSE8921_3H_VS_24H_TLR1_2_STIM_MONOCYTE_UP;;200;-0.3821857;-12.526.191;0.19281663;0.19653378;0.523;16198;tags=51%, list=38%, signal=82%
GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_UP;GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_UP;;197;-0.37045255;-12.540.005;0.19281663;0.19662176;0.522;14470;tags=42%, list=34%, signal=63%
GSE17721_LPS_VS_CPG_16H_BMDC_DN;GSE17721_LPS_VS_CPG_16H_BMDC_DN;;200;-0.3814878;-12.574.697;0.1929499;0.19635867;0.52;16607;tags=54%, list=39%, signal=88%
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN;GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN;;197;-0.37010658;-12.391.857;0.19307832;0.19680186;0.534;14224;tags=42%, list=34%, signal=62%
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN;GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN;;197;-0.37918958;-12.554.169;0.19307832;0.19706024;0.522;14752;tags=46%, list=35%, signal=70%
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN;GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN;;200;-0.36458448;-12.271.168;0.19320215;0.19645135;0.543;16027;tags=47%, list=38%, signal=74%
GSE3691_IFN_PRODUCING_KILLER_DC_VS_CONVENTIONAL_DC_SPLEEN_DN;GSE3691_IFN_PRODUCING_KILLER_DC_VS_CONVENTIONAL_DC_SPLEEN_DN;;200;-0.38356343;-12.477.542;0.19337016;0.19609083;0.528;13427;tags=42%, list=32%, signal=61%
GSE22432_MULTIPOTENT_PROGENITOR_VS_CDC_UP;GSE22432_MULTIPOTENT_PROGENITOR_VS_CDC_UP;;199;-0.38140666;-12.529.868;0.19337016;0.1965902;0.522;12297;tags=39%, list=29%, signal=54%
GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN;GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN;;200;-0.38186547;-12.539.511;0.19343066;0.19653623;0.522;13656;tags=47%, list=32%, signal=68%
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN;GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN;;200;-0.3892045;-12.728.715;0.19343066;0.199242;0.509;8877;tags=32%, list=21%, signal=40%
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_UP;GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_UP;;200;-0.38237184;-12.507.216;0.19354838;0.19582298;0.523;15284;tags=47%, list=36%, signal=73%
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN;GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN;;191;-0.3773411;-12.321.428;0.19366853;0.196597;0.54;13790;tags=43%, list=33%, signal=64%
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP;GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP;;200;-0.3846493;-12.563.361;0.19372694;0.19685873;0.522;14071;tags=46%, list=33%, signal=69%
GSE27786_LIN_NEG_VS_NKCELL_UP;GSE27786_LIN_NEG_VS_NKCELL_UP;;200;-0.37718335;-12.431.285;0.19378428;0.19665866;0.532;12700;tags=38%, list=30%, signal=54%
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_DN;GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_DN;;199;-0.37327972;-12.319.365;0.19378428;0.19673413;0.541;10937;tags=36%, list=26%, signal=49%
GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_UP;GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_UP;;181;-0.39482513;-12.592.598;0.19385797;0.19694361;0.519;14667;tags=50%, list=35%, signal=77%
GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP;GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP;;200;-0.3742757;-12.459.655;0.19389588;0.19646046;0.531;8048;tags=30%, list=19%, signal=37%
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN;GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN;;199;-0.3663656;-1.218.504;0.19389588;0.1977891;0.55;11158;tags=39%, list=26%, signal=52%
GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP;GSE27786_LIN_NEG_VS_ERYTHROBLAST_UP;;200;-0.38172066;-12.456.381;0.19397363;0.19616716;0.531;9728;tags=33%, list=23%, signal=43%
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP;GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP;;200;-0.38134158;-12.416.779;0.19397363;0.19702792;0.532;13794;tags=46%, list=33%, signal=67%
GSE31082_DN_VS_DP_THYMOCYTE_DN;GSE31082_DN_VS_DP_THYMOCYTE_DN;;200;-0.39888263;-1.287.891;0.19397363;0.20179106;0.501;14977;tags=47%, list=35%, signal=72%
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP;GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP;;200;-0.3962976;-12.791.002;0.19402985;0.20020512;0.507;11926;tags=40%, list=28%, signal=55%
GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP;GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP;;165;-0.38502732;-12.653.769;0.1941392;0.19763848;0.512;15853;tags=52%, list=37%, signal=83%
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP;GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP;;199;-0.38670745;-1.267.912;0.1941392;0.19766572;0.511;16304;tags=48%, list=38%, signal=78%
GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN;GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN;;199;-0.36451855;-12.336.831;0.19419238;0.19668704;0.538;12431;tags=36%, list=29%, signal=50%
GSE360_CTRL_VS_L_DONOVANI_DC_DN;GSE360_CTRL_VS_L_DONOVANI_DC_DN;;200;-0.39047185;-12.592.494;0.19423077;0.19688596;0.519;9809;tags=34%, list=23%, signal=44%
GSE8621_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN;GSE8621_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN;;199;-0.3799561;-12.525.556;0.19470699;0.19646707;0.523;10268;tags=35%, list=24%, signal=46%
GSE7852_TREG_VS_TCONV_LN_DN;GSE7852_TREG_VS_TCONV_LN_DN;;199;-0.38703704;-12.610.557;0.19470699;0.19707018;0.517;11020;tags=38%, list=26%, signal=51%
GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_DN;GSE15624_CTRL_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_DN;;163;-0.395429;-12.651.953;0.19475655;0.19733058;0.512;12134;tags=41%, list=29%, signal=57%
GSE21033_3H_VS_12H_POLYIC_STIM_DC_UP;GSE21033_3H_VS_12H_POLYIC_STIM_DC_UP;;166;-0.38517454;-12.575.052;0.19480519;0.19638853;0.52;12089;tags=37%, list=29%, signal=52%
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN;GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN;;193;-0.37136635;-12.298.278;0.19494584;0.19699302;0.542;9470;tags=32%, list=22%, signal=41%
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_DN;GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_DN;;200;-0.38430333;-12.449.654;0.19507575;0.19629103;0.531;14297;tags=45%, list=34%, signal=67%
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_12H_MBOVIS_BCG_STIM_UP;GSE22935_WT_VS_MYD88_KO_MACROPHAGE_12H_MBOVIS_BCG_STIM_UP;;200;-0.39179745;-12.679.517;0.19507575;0.19768555;0.511;14764;tags=47%, list=35%, signal=72%
GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DN;GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DN;;199;-0.39041504;-12.617.686;0.19512194;0.1972103;0.517;15368;tags=51%, list=36%, signal=79%
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN;GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN;;199;-0.3802354;-12.475.305;0.19544592;0.19624826;0.528;13800;tags=45%, list=33%, signal=66%
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_UP;GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_UP;;200;-0.38007262;-12.412.099;0.19544592;0.19686367;0.533;14463;tags=48%, list=34%, signal=72%
GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN;GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN;;200;-0.3873497;-12.485.465;0.19548872;0.19585454;0.526;7729;tags=29%, list=18%, signal=35%
GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_DN;GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_DN;;195;-0.37191245;-12.544.308;0.19553073;0.19674245;0.522;15470;tags=47%, list=37%, signal=74%
GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN;GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN;;170;-0.37332213;-12.289.348;0.19553073;0.19690345;0.542;13516;tags=41%, list=32%, signal=60%
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP;GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP;;199;-0.39991087;-12.760.917;0.19553073;0.19932377;0.508;9519;tags=32%, list=22%, signal=41%
GSE11961_FOLLICULAR_BCELL_VS_PLASMA_CELL_DAY7_UP;GSE11961_FOLLICULAR_BCELL_VS_PLASMA_CELL_DAY7_UP;;200;-0.38505384;-12.609.588;0.19557196;0.19696899;0.517;11203;tags=37%, list=26%, signal=50%
